"id","user","userID","game","gameIndex","timestamp","isodate","achieved","total","percent","common","mangled","passphrase","random","predictable","overallTendency","overallRatings","overallScores","overallGuessesLog10","overallGuesses","commonTendency","commonRatings","commonScores","commonGuessesLog10","commonGuesses","mangledTendency","mangledRatings","mangledScores","mangledGuessesLog10","mangledGuesses","passphraseTendency","passphraseRatings","passphraseScores","passphraseGuessesLog10","passphraseGuesses","randomTendency","randomRatings","randomScores","randomGuessesLog10","randomGuesses","predictableTendency","predictableRatings","predictableScores","predictableGuessesLog10","predictableGuesses"
"28","4BAf626ZhOOvlxBayh6FHSJqptk1","11","-L-9Xmv09WiFVYcq84t4","1","1512005381420","2017-11-30","1650","2000","83","6","5","2","5","2","-0.70000","1.75000","2.45000","5.5746777366461","50066010907066.4500","-0.3333333333333333","1","1.3333333333333333","2.8498741851624505","1010.3333333333334","-0.2","1.6","1.8","3.598334283462512","6613.6","-3","1.5","4.5","10.119436221536358","660083300197","-0.8","2.6","3.4","8.600000034743555","200000008000001","-0.5","2.5","3","6.581882793922069","5750900"
"306","lWYPEj4yCUcYAhRFWGsGjCinqFr1","187","-L-9ZhSOTi_onpewXbEa","1","1512005882700","2017-11-30","2175","2700","81","7","5","8","6","1","-0.77778","2.29630","3.07407","7.9038224129416","2890246422563463.5000","-0.2857142857142857","1","1.2857142857142858","2.641518767665271","759.5714285714286","-0.8","1.2","2","3.91522840339447","8968.4","-1.375","3.625","5","14.40206321359342","9742080398480666","-0.5","3","3.5","9.000000015931368","16668370000001","-1","2","3","6.119925954457319","1318032"
"307","m0gNTQNS19X4emXEzqEKtTRYIMs1","188","-L-9X_x9C7OWRb4cvFSu","1","1512005317667","2017-11-30","1325","1800","74","2","2","8","3","3","-0.50000","3.16667","3.66667","9.5648546906854","8886300355677906.0000","-1","1","2","3.278167415187676","1899.5","0.5","2.5","2","3.5728261889702653","7042","-1.125","3.75","4.875","13.642294798621084","19981674537263070","-0.3333333333333333","3.6666666666666665","4","10.66666666812879","33336700000001","0.6666666666666666","3","2.3333333333333335","5.775679610222325","1359952"
"66","BUrzRry1i1XtD700uicjeXAJLXE3","33","-L-9aV621XaL5UkzSmCX","1","1512006353794","2017-11-30","1950","2900","68","5","8","4","5","7","-0.62069","1.96552","2.58621","5.7619411404442","238679863626848.3000","-0.6","1.2","1.8","3.0796688219739266","1297.4","0.625","2.25","1.625","3.399667327291417","5693","-2.5","1.75","4.25","10.769106586673132","1730428217368442.5","0.2","3.4","3.2","7.498831231940697","632002000.8","-1.5714285714285714","1.2857142857142858","2.857142857142857","6.275718262612284","2234685.1428571427"
"324","pXvPWtzFrTTffUA44AMUBLzYPdN2","202","-L-B_XQTxKqgKnuOSmat","1","1512039651804","2017-11-30","1625","2200","74","2","8","5","2","5","-0.86364","1.81818","2.68182","6.8859917570412","8829154699588479.0000","0","1","1","2.4469224761331985","286","0","1.875","1.875","3.3757968060193155","4259.625","-2.2","2.6","4.8","15.193702448695143","38848280672827096","-0.5","2.5","3","7.000000043429445","10000001","-1.4","1","2.4","5.92461738483024","1355281.6"
"329","qVJplP6zo7Z6zH9V3NViVj58uLm2","207","-L-9XeQJU2qDEETaVW1u","1","1512005346797","2017-11-30","1575","3100","51","5","2","7","12","5","-1.83871","1.51613","3.35484","8.5663462287752","3385988035214979.0000","-0.4","1","1.4","2.997876444232749","1140.2","-0.5","1.5","2","3.7059156822605326","5329","-2.5714285714285716","2","4.571428571428571","13.071636840501217","14964943709390528","-3","1.0833333333333333","4.083333333333333","10.166666674418858","17585260000834.25","0","2.4","2.4","5.93081230596246","1180859.2"
"331","r6wAYuixcnOI2cpQE0qGmXLdJv22","209","-L-9Xnfhk_hRR1eEuEsY","1","1512005384420","2017-11-30","2425","3500","70","12","3","6","8","6","-0.88571","1.80000","2.68571","6.2358642180122","6174361370118687.0000","-0.08333333333333333","1.5833333333333333","1.6666666666666667","2.8854118245421536","1183","-0.3333333333333333","1.6666666666666667","2","3.70810659715969","6994","-2.8333333333333335","1.8333333333333333","4.666666666666667","13.141865846844519","36017091311245156","-0.75","2.5","3.25","7.500000038001307","12508750001","-1","1.3333333333333333","2.3333333333333335","5.609131759893839","2774650.8333333335"
"378","ufBYxOFyyIUK1f4DIHUoet5dO7A3","227","-L-9XgXmc_u8hQch9FiI","1","1512005362573","2017-11-30","1075","1700","64","0","3","5","5","4","-0.88235","2.41176","3.29412","7.9465031376445","59989500861488.7000","NaN","NaN","NaN","NaN","NaN","1.3333333333333333","2.6666666666666665","1.3333333333333333","2.9483240761320086","1135.6666666666667","-2.6","1.8","4.4","10.15646295520271","3942100254329.6","-0.6","3.6","4.2","10.400000008782301","200022202000001","-0.75","1.5","2.25","5.865816572909028","842562"
"138","PM9onR2uspO8tGptLZ6QLYjxTzl2","84","-L-9XlN8KrPuLD9mxGnl","1","1512005373170","2017-11-30","1950","2200","89","5","4","5","2","6","-0.45455","2.54545","3.00000","7.5046145743109","3810092567750541.0000","-0.8","1","1.8","2.8673353862590134","1245","0","2","2","3.8977234966151366","12301.75","-0.8","4.2","5","14.625370608800912","16564387295102278","-0.5","4.5","5","13.00000000000217","500050000000001","-0.16666666666666666","2.1666666666666665","2.3333333333333335","6.007849445512494","2490849.3333333335"
"140","PfTAeb6lbrSrbwSJvlT1rywTf1u2","86","-L-9XoDzXq8yYRsZhzJW","1","1512005385135","2017-11-30","2475","3300","75","8","6","5","7","7","-0.87879","1.69697","2.57576","6.0149071323866","1186841253417287.0000","-0.25","1","1.25","2.745179707291899","754.375","-0.8333333333333334","1","1.8333333333333333","3.105647359188959","1920.6666666666667","-1.6","2.4","4","10.010964941339509","7811150243700691","-1.4285714285714286","2.2857142857142856","3.7142857142857144","9.428571447810679","15715732857143.857","-0.5714285714285714","2","2.5714285714285716","5.977398387702217","2035635.5714285714"
"145","QQNGNxc8loUgSR80xqviSoPifDg2","91","-L-9XhYGjY9kfkQG3Q0O","1","1512005376482","2017-11-30","1425","2500","57","11","3","4","4","3","1.00000","3.36000","2.36000","5.4035631627779","78018571997750.3100","1.7272727272727273","3.090909090909091","1.3636363636363635","2.7547100171417727","778.4545454545455","1.6666666666666667","3.3333333333333335","1.6666666666666667","3.4689282244211257","3925.6666666666665","-1.5","3.25","4.75","11.572082933157391","487591067225149.5","1.5","5","3.5","8.000000032573169","25007500001","0.3333333333333333","2.3333333333333335","2","5.3640507815676655","340938.6666666667"
"411","yFYuZHbVnwfomLFaGrXEr95mYNC3","242","-L-9XfC4Gt5rwZCuCbcH","1","1512005348933","2017-11-30","1700","2000","85","4","1","3","6","6","-0.10000","3.00000","3.10000","7.3873632579189","55228588128818.3000","-0.5","1.25","1.75","3.130710859143066","1389.25","2","3","1","0.47712125471966244","3","-1.3333333333333333","3","4.333333333333333","10.321637320252647","1453914742384","0.16666666666666666","4.666666666666667","4.5","11.333333340580259","183368335000001","0.16666666666666666","2.5","2.3333333333333335","5.963731410474499","1390608"
"156","SD7ZTVkpu9V2VJRnnb7GNpr874D2","102","-L-AgW1Ugtu8ElbQy9d6","1","1512024706693","2017-11-30","2425","3100","79","4","8","7","9","3","0.09677","3.03226","2.93548","7.0222998066340","834428489494453.5000","0.75","2.25","1.5","2.91584254769681","1136.75","1.125","3.125","2","3.8458242544876393","7704.875","-1.5714285714285714","3.2857142857142856","4.857142857142857","12.791461304520153","3695324687716724","0.2222222222222222","3.3333333333333335","3.111111111111111","7.66666669224661","1150000001","0","2.3333333333333335","2.3333333333333335","5.573700139034503","3414933.3333333335"
"412","yIFXstVRZvZpg5eIrxtO43ALT4i2","243","-L-9ZBCEEEcg8bGJXVtQ","1","1512005746540","2017-11-30","1250","1600","79","1","4","1","7","3","0.00000","3.06250","3.06250","7.2576817048436","63187569364616.4400","-1","1","2","3.2420442393695503","1746","1","3","2","4.565609411893199","158389.75","-1","3","4","9.029679971024938","1070730000","0.42857142857142855","4.285714285714286","3.857142857142857","9.59941425467115","144428575938572.28","-1.6666666666666667","1","2.6666666666666665","6.13094854561082","2299517.3333333335"
"159","SMM5Vgak3VVNaUjA36gdwtrcgF63","105","-L-A1rBOPTGqPk2kiru1","1","1512013816524","2017-11-30","2850","3300","87","6","8","3","8","8","-0.30303","2.48485","2.78788","6.5233194567997","1720486916710076.0000","-0.6666666666666666","1.1666666666666667","1.8333333333333333","3.094830145469016","1481.1666666666667","-0.125","1.875","2","3.64832499601201","7048.5","-0.6666666666666666","4","4.666666666666667","14.118186893903585","18888322732509000","0","4","4","9.750000021715326","13887505000001","-0.375","2","2.375","5.894925047255629","1730026"
"196","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-9Xbpr0f7Lp0le-ssy","1","1512005335970","2017-11-30","1775","2400","74","1","7","6","7","3","-0.70833","2.62500","3.33333","8.3987574976115","1636882568149651.8000","0","1","1","2.8401060944567575","692","0.42857142857142855","2.4285714285714284","2","4.153448046267044","5605610.51975684","-2","2.5","4.5","12.201493281552333","6479178562692911","-0.42857142857142855","3.857142857142857","4.285714285714286","11.06816020675781","58587172857143.71","-1.6666666666666667","1","2.6666666666666665","6.3232854625771004","3398069.3333333335"
"208","VgKUOpcEarasBeO5uZeT32fJDik1","128","-L-9X_jyIbhdoc2N8X43","1","1512005327082","2017-11-30","3000","3900","77","3","9","7","10","10","-0.46154","2.53846","3.00000","7.6094202664145","4992331962344501.0000","-0.6666666666666666","1","1.6666666666666667","2.9483741993508112","1275.6666666666667","0.4444444444444444","2.4444444444444446","2","3.84284702582368","1714338.7777777778","-1.7142857142857142","3.2857142857142856","5","15.228844323038867","27798705063378516","-0.6","3","3.6","8.800000026105442","11001106000001","-0.2","2.1","2.3","5.873473403737167","1235309.2"
"217","WmbDRRq3aIfugfHE0v5HGsQGM4v1","135","-L-9Z8yRhFoaw2k2dop0","1","1512005736007","2017-11-30","2400","3300","73","9","7","8","6","3","0.66667","3.24242","2.57576","6.6706398991101","5245935261401458.0000","1.2222222222222223","2.3333333333333335","1.1111111111111112","2.6014334980493086","587.4444444444445","1.5714285714285714","3.4285714285714284","1.8571428571428572","3.5130206869202327","4966","-0.625","3.875","4.5","13.477362954667761","21639357946792470","0.3333333333333333","3.6666666666666665","3.3333333333333335","7.83333336952461","166675000001","1","3","2","5.769388841752698","622773.3333333334"
"218","X0wFLRvEGGVm2GLKXXwfU6kJSt93","136","-L-9XrWN11z0a5Sl7Wfw","1","1512005398719","2017-11-30","2175","2700","81","2","8","3","7","7","0.33333","3.03704","2.70370","6.6000233764680","7095555738817729.0000","0.5","2","1.5","2.9791442997453803","969.5","0.375","2.25","1.875","3.5728593979087018","6234.75","-1.6666666666666667","3.3333333333333335","5","15.00448196323363","63856667960194560","0.7142857142857143","4.142857142857143","3.4285714285714284","8.142857173940223","1428721428572.4285","0.7142857142857143","3","2.2857142857142856","5.949431610656079","2491883.4285714286"
"272","hCt7PRRd7rUUbHMAUyifRNfUdmm1","172","-L-4STHMSMunvU0U5jwC","1","1511920099696","2017-11-29","4225","6000","71","13","11","12","18","6","-0.01667","2.90000","2.91667","6.9865322524968","3063359296202769.0000","1.5384615384615385","3.230769230769231","1.6923076923076923","2.8241432738911523","1042.1538461538462","1","2.8181818181818183","1.8181818181818181","3.727094407908433","8604.272727272728","-1.3333333333333333","3.3333333333333335","4.666666666666667","13.008011533300417","15315043437870778","-1","2.4444444444444446","3.4444444444444446","8.308750427369938","1168695000000.9443","0.3333333333333333","2.8333333333333335","2.5","5.971064668328082","1268100.6666666667"
"78","FVxxqsFqw1UZJ9UCy4vG8QVw0LQ2","44","-Kzx68Tpgog3DBioDeca","1","1511780030745","2017-11-27","3875","6000","65","11","11","17","8","13","0.75000","3.78333","3.03333","7.1649610933210","2470617772011144.5000","2.090909090909091","3.727272727272727","1.6363636363636365","2.9285550804113667","1009.9090909090909","1.7272727272727273","3.727272727272727","2","3.671609760951068","6777.363636363636","-1","3.764705882352941","4.764705882352941","12.653416292158841","8719815660711595","0.875","4.375","3.5","8.000000038001307","25007501250.875","1","3.5384615384615383","2.5384615384615383","6.0144442364279485","2190454.4615384615"
"232","ZvznIUqkNPRsOcH9I1s8JfwMIzn1","144","-KztucNbNJAYNVZebv6x","1","1511726416122","2017-11-26","1800","2400","75","9","4","4","2","5","0.00000","2.50000","2.50000","5.9164820379844","342931951873024.2500","-0.1111111111111111","1.2222222222222223","1.3333333333333333","2.958748854296046","986.5555555555555","1.75","3.5","1.75","3.5450908501259186","7385.25","-1.75","3.25","5","12.582074183975317","2055091705386100","0.5","4.5","4","10.000000021714744","5000005000001","0","2.6","2.6","6.171633808625354","2673952"
"253","eX5g13tuMedwKvdPmgDJReLG5202","159","-KzezPhRpBgmLwhq8rWL","1","1511476010532","2017-11-23","1475","2200","68","7","2","5","4","4","-1.31818","1.63636","2.95455","6.8073638281472","628225797217266.1000","-0.7142857142857143","1","1.7142857142857142","3.1127633354883786","1386.7142857142858","-1","1","2","3.6144339487737653","5119","-3","1.8","4.8","12.110066430747208","2763993300694678","-0.25","3.5","3.75","8.750000021823404","250255000001","-1.5","1","2.5","6.298365183060424","3821629.25"
"353","sFTramIwYGb6DZbz53dqpxWTzhX2","216","-KzPIAUERPjDtNSXzbAa","1","1511196079707","2017-11-20","2400","3200","75","6","5","7","5","9","-0.18750","2.78125","2.96875","7.3939397246779","4986548162116714.0000","0.3333333333333333","2","1.6666666666666667","3.0675054619660163","1383.8333333333333","0.4","2.2","1.8","3.42418633312836","4098.2","-2.142857142857143","2.7142857142857144","4.857142857142857","13.85128924284241","22774675865373580","-0.4","3.6","4","10.334049373591023","29362024000000.8","0.7777777777777778","3.2222222222222223","2.4444444444444446","5.827870576044924","1121219.5555555555"
"106","JyddTn9SC8NBwiLOK68CPQEFtVy1","64","-KzPI44jDpLSCFhcHbK6","1","1511195954357","2017-11-20","1550","2200","71","5","5","5","4","3","0.09091","3.13636","3.04545","7.3834355229039","5342333793922815.0000","0.4","2","1.6","2.8691499004365517","1073.4","1","3","2","3.9824792608284922","13517.2","-2","3","5","14.075013147990528","23504068687143196","0.75","4.75","4","9.750000021714841","2750005000001","0.6666666666666666","3.3333333333333335","2.6666666666666665","6.267456623582857","3504322.6666666665"
"366","tUoCOhbeqMaP8BjaB9N8ZvQa52Q2","221","-KzPI9Q3p2YCiJie0BjM","1","1511195977326","2017-11-20","1650","2200","75","7","2","8","0","5","-0.72727","2.31818","3.04545","7.5576510735663","19808946625545330.0000","-0.2857142857142857","1.5714285714285714","1.8571428571428572","3.0895040961709936","1250.4285714285713","-0.5","1.5","2","3.4454943479330824","2862","-1.5","3.125","4.625","13.28303577187799","54474603218234840","NaN","NaN","NaN","NaN","NaN","-0.2","2.4","2.6","6.297304014874425","3220794.4"
"137","PIShthtUxYaglUKzlmDIoy1wFOz1","83","-KzPIAt-aFth4vhgd_5c","1","1511195982833","2017-11-20","2500","3000","84","6","7","4","2","11","0.13333","2.70000","2.56667","6.3117030755128","2807700388936990.5000","0.5","1.8333333333333333","1.3333333333333333","2.830513796875783","879.8333333333334","0.42857142857142855","2.4285714285714284","2","3.9523386423689937","11426.142857142857","-1","3.5","4.5","14.104014230658787","21055252657773840","0","4.5","4.5","11.000000000217167","5000500000001","0.18181818181818182","2.727272727272727","2.5454545454545454","6.025962005861422","3357188.4545454546"
"404","xOwSSbO9a0U7oHae3erCTWabm7c2","236","-KzPI57dM7NPR3L5wL5R","1","1511195958752","2017-11-20","2475","3000","83","6","7","6","2","9","-0.50000","1.96667","2.46667","6.0305977638464","1527566765135283.5000","-0.3333333333333333","1","1.3333333333333333","2.877499660143346","969.1666666666666","-0.14285714285714285","1.2857142857142858","1.4285714285714286","2.931693812691502","2865.285714285714","-1.5","2.8333333333333335","4.333333333333333","11.527979181351995","7621167153705056","-0.5","3.5","4","10.500000021714722","50000005000001","-0.2222222222222222","2.2222222222222223","2.4444444444444446","5.884800348238808","2422477.777777778"
